"CountryCode","SeriesCode","DESCRIPTION",
"NLD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank"".",
"NLD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank"".",
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Netherlands",
"NLD","IT.CEL.SETS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank"".",
"NLD","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Netherlands",
"NLD","SP.POP.GROW","Data source: Eurostat",
"NLD","IT.NET.BBND.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NLD","SP.DYN.TFRT.IN","Data source: Eurostat",
"NLD","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NLD","IT.MLT.MAIN.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","ST.INT.ARVL","Arrivals of non-resident tourists in all types of accommodation establishments. Holiday departures of nationals. 2017: break in the series due tomethodological changes.",
"NLD","IT.NET.BBND","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","SP.DYN.CDRT.IN","Data source: Eurostat",
"NLD","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","IT.CEL.SETS.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"NLD","IT.MLT.MAIN","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2012 source: Central Bank ""De Nederlandsche Bank"".",
"NLD","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NLD","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NLD","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NOR","SP.DYN.CBRT.IN","Data source: Eurostat",
"NOR","IT.NET.BBND","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","IT.NET.BBND.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Norway",
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NOR","IT.CEL.SETS.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NOR","SP.DYN.TO65.MA.ZS","Including Svalbard and Jan Mayen Islands.",
"NOR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Includes Svalbard and Jan Mayen Islands.",
"NOR","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. 1995-1997: non-resident tourists staying in registered hotels. 1998-2011: arrivals of non-resident tourists at national borders. Figures are based on ""The Guest survey"" carried out by ""Institute of Transport Economics"". The survey has been discontinued since 2012. From 2012: non-resident tourists staying in all types of accommodation establishments.",
"NOR","SP.DYN.CDRT.IN","Data source: Eurostat",
"NOR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NOR","SP.POP.BRTH.MF","Including Svalbard and Jan Mayen Islands.",
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NOR","SP.POP.GROW","Data source: Eurostat",
"NOR","IT.MLT.MAIN.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","SP.DYN.TO65.FE.ZS","Including Svalbard and Jan Mayen Islands.",
"NOR","ST.INT.DPRT","Departures - trips abroad by resident tourists. Holiday trips.",
"NOR","IT.CEL.SETS","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Norway",
"NOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NOR","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Norway",
"NOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NOR","IT.MLT.MAIN","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NOR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NOR","SP.POP.TOTL","Data source: Eurostat",
"NOR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NOR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"NPL","MS.MIL.XPND.CN","1970 SIPRI estimates.",
"NPL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NPL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"NPL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NPL","MS.MIL.XPND.CD","1970 SIPRI estimates.",
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"NPL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"NPL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Including arrivals from India.",
"NPL","IT.MLT.MAIN","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"NPL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"NPL","IT.NET.BBND","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.BBND.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","IT.CEL.SETS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2019 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"NPL","IT.CEL.SETS.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NPL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"NPL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NPL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"NPL","IT.MLT.MAIN.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NRU","IT.NET.BBND","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.NET.BBND.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.MLT.MAIN.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.CEL.SETS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"NRU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NRU","SP.POP.GROW","Data source: United Nations World Population Prospects, IMF and World Bank's country office",
"NRU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NRU","IT.MLT.MAIN","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NRU","SP.POP.TOTL","Data source: United Nations World Population Prospects, IMF and World Bank's country office",
"NRU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NRU","IT.CEL.SETS.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","IT.CEL.SETS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SP.DYN.CDRT.IN","Data source: Statistics New Zealand",
"NZL","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"NZL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for New Zealand for the period 1960-1975 are based on the total foreign-born population, whereas those for 1980-2010 are based on the resident foreign-born population.",
"NZL","IT.MLT.MAIN.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NZL","SP.DYN.TFRT.IN","Data source: Statistics New Zealand, United Nations World Population Prospects",
"NZL","IT.NET.BBND","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"NZL","IT.NET.BBND.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","IT.MLT.MAIN","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NZL","IT.CEL.SETS.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SP.DYN.CBRT.IN","Data source: Statistics New Zealand",
"NZL","MS.MIL.XPND.CN","1960-2002 SIPRI estimates.",
"NZL","SP.DYN.LE00.FE.IN","Data source: Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.POP.TOTL","Data source: Statistics New Zealand",
"NZL","MS.MIL.XPND.ZS","1988-2002 SIPRI estimates.",
"NZL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","SP.POP.GROW","Data source: Statistics New Zealand",
"NZL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","VC.IHR.PSRC.P5","Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide.",
"NZL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","SP.DYN.LE00.MA.IN","Data source: Statistics New Zealand, United Nations World Population Prospects",
"NZL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"NZL","MS.MIL.XPND.CD","1960-2002 SIPRI estimates.",
"OED","FX.OWN.TOTL.40.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.60.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.YG.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.FE.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.SO.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.MA.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.OL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.PL.ZS","Only high-income countries are covered.",
"OMN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"OMN","IT.MLT.MAIN","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","IT.CEL.SETS.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"OMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"OMN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"OMN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","MS.MIL.XPND.CN","1971-2019 SIPRI estimates.",
"OMN","MS.MIL.XPND.CD","1971-2019 SIPRI estimates.",
"OMN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"OMN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"OMN","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Inbound Tourism Survey.",
"OMN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","IT.CEL.SETS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"OMN","IT.MLT.MAIN.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","IT.NET.BBND","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"OMN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"OMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"OMN","IT.NET.BBND.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"OMN","MS.MIL.XPND.ZS","1990-2019 SIPRI estimates.",
"OMN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"OMN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PAK","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"PAK","IT.NET.BBND","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","MS.MIL.XPND.CN","1960-2006 &  2011 SIPRI estimates.",
"PAK","MS.MIL.XPND.CD","1960-2006 &  2011 SIPRI estimates.",
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","IT.MLT.MAIN","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PAK","IT.NET.BBND.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PAK","IT.CEL.SETS.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PAK","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"PAK","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PAK","IT.MLT.MAIN.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","IT.CEL.SETS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","MS.MIL.XPND.ZS","1993-2006 &  2011 SIPRI estimates.",
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"PAK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAK","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PAK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PAK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"PAN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PAN","IT.CEL.SETS.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.MLT.MAIN","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.NET.BBND","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.MLT.MAIN.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.NET.BBND.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2016 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"PAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PAN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PAN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PAN","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PAN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PAN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PAN","DT.DOD.DSTC.CD","Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. ",
"PAN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PAN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PAN","IT.CEL.SETS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PER","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PER","IT.CEL.SETS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PER","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PER","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
